Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date
"Kris, Hartmann and Mraz",Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Laura Thompson,05/04/24,SAAS,Opportunity,5,Won,5,1859,20,03/15/25,
Klein LLC,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Michael Brown,04/28/24,SAAS,Opportunity,5,Won,5,2792,30,01/30/25,
Simonis and Sons,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),John Smith,01/11/24,Custom solution,Opportunity,5,Won,5,7714,60,11/11/24,
Schinner-Paucek,Germany,52.520008,13.404954,Education & Science,Medium (201-500),John Smith,04/09/24,Services,Opportunity,5,Won,5,774,30,09/09/24,
"Hirthe, Keebler and Beahan",Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Laura Thompson,05/08/24,SAAS,Opportunity,5,Won,5,4719,60,04/27/25,
Koch-Swaniawski,Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),Laura Thompson,05/23/24,SAAS,Opportunity,5,Won,5,984,30,06/17/24,
"Abbott, Greenholt and Schimmel",Belgium,51.260197,4.402771,Telecommunications,Medium (201-500),John Smith,02/26/24,SAAS,Opportunity,5,Won,5,2665,40,12/06/24,
Shields-Corkery,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Jessica Martinez,03/12/24,Services,Opportunity,5,Won,5,225,40,04/07/24,
"Terry, Miller and Daugherty",Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Jessica Martinez,02/21/24,Custom solution,Opportunity,5,Won,5,412,30,12/11/24,
"Kshlerin, Monahan and Jerde",Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Michael Brown,03/23/24,SAAS,Opportunity,5,Won,5,5878,40,09/27/24,
"Heaney, Mayer and Tromp",Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Medium (201-500),Laura Thompson,03/30/24,Custom solution,Opportunity,5,Won,5,5193,70,11/17/24,
Becker-Mann,Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Laura Thompson,03/05/24,SAAS,Opportunity,5,Won,5,3104,20,02/18/25,
Ziemann-Becker,France,48.864716,2.349014,Transportation & Logistics,Medium (201-500),Emily Johnson,04/28/24,SAAS,Opportunity,5,Won,5,369,60,06/28/24,
"Klocko, Sanford and Mertz",Netherlands,52.370216,4.895168,IT & IT Services,Medium (201-500),Laura Thompson,04/18/24,Services,Opportunity,5,Won,5,7428,90,05/24/24,
"Hand, Gutmann and Ruecker",Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Laura Thompson,04/10/24,Services,Opportunity,5,Won,5,5810,50,05/21/24,
Balistreri Inc,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Sarah Davis,03/20/24,SAAS,Opportunity,5,Won,5,3930,20,06/20/24,
Medhurst-Wintheiser,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Emily Johnson,05/07/24,SAAS,Opportunity,5,Won,5,225,50,06/27/24,
"Braun, Schamberger and McKenzie",Italy,41.902782,12.496366,Energy & Utilities,Large (501-1000),Sarah Davis,02/08/24,Services,Opportunity,5,Won,5,16393,50,05/31/24,
Gutkowski Inc,Switzerland,46.204391,6.143158,Banking and Finance,Enterprise (1001+),Sarah Davis,02/08/24,Custom solution,Opportunity,5,Won,5,6516,90,12/01/24,
Wunsch Group,Germany,52.520008,13.404954,Banking and Finance,Enterprise (1001+),Michael Brown,02/10/24,Custom solution,Opportunity,5,Won,5,5433,30,05/02/24,
Twitterworks,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Kevin Anderson,03/29/24,Services,Qualified,2,,,1044,40,03/02/25,
Demizz,Germany,52.520008,13.404954,Government Administration Healthcare,Small (11-200),Michael Brown,04/15/24,Custom solution,Qualified,2,,,1251,30,07/21/24,
Voomm,Spain,40.416775,-3.70379,IT & IT Services,Small (11-200),Laura Thompson,02/02/24,SAAS,Qualified,2,,,1825,60,06/24/24,
Zazio,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Michael Brown,01/02/24,Services,Qualified,2,,,1812,80,03/29/24,
Bubblebox,France,48.864716,2.349014,Government Administration Healthcare,Small (11-200),Jessica Martinez,04/29/24,SAAS,Qualified,2,,,1948,70,03/24/25,
Chatterbridge,Portugal,38.736946,-9.142685,IT & IT Services,Small (11-200),Jessica Martinez,01/22/24,SAAS,Qualified,2,,,978,20,08/31/24,
Linkbridge,Portugal,38.736946,-9.142685,Telecommunications,Small (11-200),Jessica Martinez,03/12/24,SAAS,Qualified,2,,,1815,70,01/28/25,
DabZ,Italy,41.902782,12.496366,Telecommunications,Small (11-200),Jessica Martinez,01/20/24,SAAS,Qualified,2,,,879,100,06/27/24,
Gabvine,France,48.864716,2.349014,Telecommunications,Small (11-200),John Smith,03/01/24,Services,Qualified,2,,,665,40,07/01/24,
Voolith,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,05/31/24,SAAS,Qualified,2,,,268,40,06/23/24,
Eire,Italy,41.902782,12.496366,Manufacturing & Production,Small (11-200),Kevin Anderson,04/24/24,Custom solution,Qualified,2,,,1387,50,02/14/25,
Devpoint,Belgium,51.260197,4.402771,Education & Science,Small (11-200),David Wilson,03/01/24,SAAS,Qualified,2,,,207,40,09/04/24,
Twimbo,Spain,40.416775,-3.70379,Education & Science,Small (11-200),Laura Thompson,02/10/24,Services,Qualified,2,,,1239,20,07/27/24,
Youfeed,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Laura Thompson,04/17/24,SAAS,Qualified,2,,,588,20,12/29/24,
Realcube,Germany,52.520008,13.404954,Government Administration Healthcare,Small (11-200),Jessica Martinez,01/15/24,SAAS,Qualified,2,,,900,50,10/20/24,
Mycat,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),David Wilson,05/03/24,SAAS,Qualified,2,,,1326,60,04/03/25,
Innojam,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Emily Johnson,04/03/24,SAAS,Qualified,2,,,1553,40,02/10/25,
Twinder,Spain,40.416775,-3.70379,Manufacturing & Production,Small (11-200),Jessica Martinez,01/31/24,Services,Qualified,2,,,1888,30,08/17/24,
Reallinks,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Michael Brown,02/29/24,Custom solution,Qualified,2,,,382,100,07/31/24,
Einti,Spain,40.416775,-3.70379,Construction & Engineering,Small (11-200),Michael Brown,03/17/24,SAAS,Qualified,2,,,931,40,06/01/24,
Meevee,Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),Kevin Anderson,02/01/24,Services,Qualified,2,,,382,60,11/25/24,
Zoomcast,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),Sarah Davis,02/10/24,Services,Qualified,2,,,547,50,08/06/24,
Demimbu,Germany,52.520008,13.404954,Energy & Utilities,Small (11-200),Jessica Martinez,04/01/24,Services,Qualified,2,,,1545,90,08/19/24,
Vipe,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Laura Thompson,01/13/24,SAAS,Qualified,2,,,1779,80,09/05/24,
Twitterbeat,Germany,52.520008,13.404954,Professional Services  & Consulting,Small (11-200),Laura Thompson,03/30/24,SAAS,Qualified,2,,,332,30,07/14/24,
Topicshots,Switzerland,46.204391,6.143158,Banking and Finance,Small (11-200),Kevin Anderson,01/29/24,Custom solution,Qualified,2,,,655,10,01/11/25,
Quire,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Michael Brown,05/25/24,SAAS,Qualified,2,,,955,20,09/09/24,
Emmerich and Sons,Switzerland,46.204391,6.143158,Manufacturing & Production,Small (11-200),Sarah Davis,03/06/24,Services,Qualified,2,,,923,60,07/03/24,
McKenzie LLC,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,05/01/24,SAAS,Qualified,2,,,581,40,06/18/24,
Lueilwitz-Cole,Germany,52.520008,13.404954,IT & IT Services,Small (11-200),Sarah Davis,01/19/24,SAAS,Qualified,2,,,1911,90,05/27/24,
Casper-Flatley,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),Jessica Martinez,04/21/24,SAAS,Qualified,2,,,1605,50,12/07/24,
"Paucek, Pouros and Wunsch",Germany,52.520008,13.404954,IT & IT Services,Small (11-200),John Smith,04/16/24,SAAS,Qualified,2,,,311,50,01/26/25,
Crona Inc,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Laura Thompson,01/14/24,SAAS,Qualified,2,,,589,20,05/23/24,
Waters LLC,Switzerland,46.204391,6.143158,Government Administration Healthcare,Small (11-200),Laura Thompson,02/05/24,SAAS,Qualified,2,,,1416,20,05/27/24,
Wyman-Jast,Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Small (11-200),John Smith,01/28/24,Services,Qualified,2,,,1873,40,05/14/24,
Kuhic-Parker,Austria,48.210033,16.363449,Banking and Finance,Small (11-200),Laura Thompson,02/10/24,SAAS,Qualified,2,,,282,20,04/02/24,
Swaniawski-McCullough,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Jessica Martinez,03/19/24,SAAS,Qualified,2,,,1434,40,06/10/24,
DuBuque-Hartmann,Switzerland,46.204391,6.143158,Retail & Distribution,Small (11-200),Michael Brown,03/17/24,Services,Qualified,2,,,349,50,10/07/24,
Spencer-Bauch,France,48.864716,2.349014,Recreation & Sports,Small (11-200),John Smith,03/28/24,Services,Qualified,2,,,994,20,06/27/24,
Hand-Bernhard,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),John Smith,01/02/24,Services,Qualified,2,,,1969,20,09/26/24,
McLaughlin Group,Italy,41.902782,12.496366,Banking and Finance,Small (11-200),Kevin Anderson,05/12/24,SAAS,Qualified,2,,,406,40,10/18/24,
Mertz-Dare,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),Jessica Martinez,05/18/24,Services,Qualified,2,,,1985,50,01/11/25,
"Simonis, Wyman and Connelly",Austria,48.210033,16.363449,Professional Services  & Consulting,Small (11-200),Sarah Davis,05/22/24,SAAS,Qualified,2,,,668,40,10/26/24,
Turner LLC,France,48.864716,2.349014,IT & IT Services,Small (11-200),Kevin Anderson,03/04/24,SAAS,Qualified,2,,,596,10,06/24/24,
Herzog-Kub,Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Emily Johnson,03/15/24,Services,Qualified,2,,,1691,40,12/29/24,
Kris Inc,Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Michael Brown,01/14/24,Services,Qualified,2,,,1303,40,07/29/24,
Thompson and Sons,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Jessica Martinez,05/22/24,Custom solution,Qualified,2,,,1520,30,08/22/24,
Morar-Johns,Germany,52.520008,13.404954,Recreation & Sports,Small (11-200),Jessica Martinez,04/15/24,Custom solution,Qualified,2,,,834,30,10/11/24,
Hessel Inc,Italy,41.902782,12.496366,Construction & Engineering,Small (11-200),Emily Johnson,01/20/24,SAAS,Qualified,2,,,444,20,11/17/24,
Wiegand-Braun,France,48.864716,2.349014,IT & IT Services,Small (11-200),David Wilson,03/02/24,SAAS,Qualified,2,,,1067,40,07/23/24,
"VonRueden, Kreiger and McGlynn",Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Emily Johnson,05/31/24,SAAS,Qualified,2,,,958,40,05/11/25,
Schmitt-Vandervort,Austria,48.210033,16.363449,Agriculture & Mining,Small (11-200),John Smith,05/01/24,Services,Qualified,2,,,1017,30,10/27/24,
Nicolas and Sons,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),John Smith,01/15/24,SAAS,Qualified,2,,,1621,40,08/23/24,
"Stanton, Stracke and Hegmann",France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Laura Thompson,04/08/24,SAAS,Qualified,2,,,604,20,09/14/24,
"Kuvalis, McClure and Leannon",Austria,48.210033,16.363449,Construction & Engineering,Small (11-200),Laura Thompson,01/27/24,SAAS,Qualified,2,,,1943,90,01/13/25,
"Berge, Tremblay and Langworth",Portugal,38.736946,-9.142685,Professional Services  & Consulting,Small (11-200),Jessica Martinez,01/13/24,SAAS,Qualified,2,,,1019,20,09/21/24,
Schiller Group,Austria,48.210033,16.363449,Banking and Finance,Small (11-200),Michael Brown,05/05/24,Custom solution,Qualified,2,,,1623,20,08/31/24,
Considine Group,Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Emily Johnson,05/23/24,Services,Qualified,2,,,466,30,12/31/24,
Hammes Group,Germany,52.520008,13.404954,Energy & Utilities,Small (11-200),Laura Thompson,01/29/24,Services,Qualified,2,,,444,50,10/06/24,
O'Reilly-Ruecker,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Laura Thompson,02/23/24,Services,Qualified,2,,,1748,50,11/29/24,
"Kreiger, Pfannerstill and Spencer",Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),John Smith,02/10/24,SAAS,Qualified,2,,,1276,50,07/09/24,
"Schoen, Langworth and Howe",Belgium,51.260197,4.402771,Banking and Finance,Small (11-200),Michael Brown,05/01/24,SAAS,Qualified,2,,,1968,100,07/26/24,
Hartmann Group,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Laura Thompson,03/23/24,SAAS,Qualified,2,,,500,40,01/06/25,
"Swaniawski, Stokes and Beatty",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Kevin Anderson,01/08/24,Custom solution,Qualified,2,,,494,20,04/11/24,
"Rohan, Bogisich and Herman",Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Emily Johnson,05/12/24,Services,Qualified,2,,,1307,20,12/16/24,
Toy LLC,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Michael Brown,04/18/24,SAAS,Qualified,2,,,1913,40,05/27/24,
"Raynor, Hand and Grady",France,48.864716,2.349014,Construction & Engineering,Small (11-200),Sarah Davis,02/24/24,SAAS,Qualified,2,,,1519,90,10/15/24,
Corwin-Nolan,Germany,52.520008,13.404954,Construction & Engineering,Small (11-200),Laura Thompson,03/31/24,Services,Qualified,2,,,1323,40,02/10/25,
Green-Jenkins,Spain,40.416775,-3.70379,Retail & Distribution,Small (11-200),David Wilson,01/10/24,Custom solution,Qualified,2,,,304,30,05/04/24,
"Bogan, Schmeler and Schimmel",Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),Michael Brown,02/14/24,SAAS,Qualified,2,,,762,20,06/29/24,
Mitchell Inc,Germany,52.520008,13.404954,Professional Services  & Consulting,Small (11-200),Emily Johnson,04/04/24,SAAS,Qualified,2,,,834,30,05/16/24,
"Reichel, Spencer and Rau",Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Michael Brown,02/26/24,Services,Qualified,2,,,1973,50,12/21/24,
"Feeney, Schneider and Boyle",France,48.864716,2.349014,IT & IT Services,Small (11-200),Michael Brown,02/29/24,Services,Qualified,2,,,1850,30,10/02/24,
Sipes Group,Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Laura Thompson,01/11/24,SAAS,Qualified,2,,,1222,40,05/07/24,
Kunze and Sons,Spain,40.416775,-3.70379,Banking and Finance,Small (11-200),Laura Thompson,02/03/24,SAAS,Qualified,2,,,992,30,09/04/24,
Schaden-Rau,Austria,48.210033,16.363449,Banking and Finance,Small (11-200),Kevin Anderson,05/24/24,Services,Qualified,2,,,1488,40,08/02/24,
Jenkins and Sons,Netherlands,52.370216,4.895168,Professional Services  & Consulting,Small (11-200),Kevin Anderson,01/27/24,SAAS,Qualified,2,,,1636,20,04/17/24,
"Dibbert, Parisian and Stiedemann",Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Sarah Davis,03/01/24,Custom solution,Qualified,2,,,296,40,09/14/24,
Daniel and Sons,Portugal,38.736946,-9.142685,Government Administration Healthcare,Small (11-200),Laura Thompson,05/02/24,SAAS,Qualified,2,,,1927,10,09/05/24,
Ullrich-Runte,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,04/23/24,Services,Qualified,2,,,1958,50,04/07/25,
Gorczany LLC,Germany,52.520008,13.404954,Agriculture & Mining,Small (11-200),David Wilson,03/12/24,SAAS,Qualified,2,,,1396,10,09/09/24,
Mayert-Heller,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Kevin Anderson,05/21/24,SAAS,Qualified,2,,,205,20,11/07/24,
Schoen-Gutmann,Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Emily Johnson,01/22/24,SAAS,Qualified,2,,,951,100,03/02/24,
Langosh-Kunde,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),John Smith,01/29/24,SAAS,Qualified,2,,,271,80,10/04/24,
Harvey and Sons,Italy,41.902782,12.496366,Construction & Engineering,Small (11-200),Laura Thompson,03/29/24,Services,Qualified,2,,,740,30,12/06/24,
Shanahan-Emard,Germany,52.520008,13.404954,Telecommunications,Small (11-200),Emily Johnson,05/11/24,SAAS,Qualified,2,,,1520,40,05/07/25,
Goldner-Carter,Belgium,51.260197,4.402771,Professional Services  & Consulting,Small (11-200),Laura Thompson,04/02/24,Services,Qualified,2,,,774,20,05/22/24,
McClure and Sons,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Michael Brown,01/12/24,SAAS,Qualified,2,,,373,70,12/10/24,
Nicolas Group,Spain,40.416775,-3.70379,Recreation & Sports,Small (11-200),Jessica Martinez,02/07/24,Services,Qualified,2,,,1382,40,09/06/24,
"Stanton, Gislason and Mosciski",Italy,41.902782,12.496366,Construction & Engineering,Small (11-200),John Smith,01/31/24,Custom solution,Qualified,2,,,1247,30,01/13/25,
Ward-DuBuque,France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),Sarah Davis,01/22/24,Services,Qualified,2,,,1780,40,01/02/25,
Willms Group,Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),John Smith,03/24/24,Services,Qualified,2,,,1589,10,11/28/24,
"Towne, Koss and Romaguera",Italy,41.902782,12.496366,Telecommunications,Small (11-200),David Wilson,02/29/24,SAAS,Qualified,2,,,303,20,12/30/24,
"Treutel, Carter and Daniel",Netherlands,52.370216,4.895168,Banking and Finance,Small (11-200),Laura Thompson,02/23/24,SAAS,Qualified,2,,,348,20,07/06/24,
Brekke LLC,Portugal,38.736946,-9.142685,IT & IT Services,Small (11-200),Laura Thompson,02/08/24,SAAS,Qualified,2,,,1908,40,04/17/24,
Franecki and Sons,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),John Smith,01/06/24,Services,Qualified,2,,,433,50,04/11/24,
Ondricka-Heller,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Kevin Anderson,03/26/24,Custom solution,Qualified,2,,,325,40,06/18/24,
"Heidenreich, Hirthe and Kohler",Belgium,51.260197,4.402771,Banking and Finance,Small (11-200),Emily Johnson,01/29/24,SAAS,Qualified,2,,,970,20,11/21/24,
Donnelly-O'Keefe,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Michael Brown,02/26/24,SAAS,Qualified,2,,,325,20,06/08/24,
Johnston LLC,Switzerland,46.204391,6.143158,Banking and Finance,Small (11-200),Laura Thompson,05/19/24,Services,Qualified,2,,,206,20,01/15/25,
Runolfsdottir Inc,Germany,52.520008,13.404954,Manufacturing & Production,Small (11-200),Jessica Martinez,01/15/24,Services,Qualified,2,,,1001,50,01/03/25,
Glover Inc,Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Laura Thompson,03/23/24,Services,Qualified,2,,,842,30,05/08/24,
Swaniawski-DuBuque,Germany,52.520008,13.404954,Recreation & Sports,Small (11-200),Laura Thompson,04/01/24,Services,Qualified,2,,,300,60,03/18/25,
"Schneider, Lowe and O'Kon",Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),Jessica Martinez,01/04/24,Services,Qualified,2,,,1204,50,06/10/24,
Bergstrom and Sons,Austria,48.210033,16.363449,Transportation & Logistics,Small (11-200),Kevin Anderson,05/03/24,SAAS,Qualified,2,,,1834,40,11/27/24,
"Lueilwitz, Rodriguez and Wiegand",Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Sarah Davis,05/17/24,Services,Qualified,2,,,444,30,05/07/25,
"Nitzsche, Howe and Anderson",France,48.864716,2.349014,IT & IT Services,Small (11-200),Sarah Davis,02/13/24,Services,Qualified,2,,,1107,20,10/19/24,
"Durgan, McLaughlin and Will",Italy,41.902782,12.496366,Education & Science,Small (11-200),Michael Brown,03/07/24,Services,Qualified,2,,,322,50,09/16/24,
"Terry, Mayer and Wehner",Portugal,38.736946,-9.142685,Government Administration Healthcare,Small (11-200),Michael Brown,02/11/24,Custom solution,Qualified,2,,,1872,100,12/15/24,
"Metz, Heaney and Hand",Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Michael Brown,05/04/24,SAAS,Qualified,2,,,1774,90,12/26/24,
Wilderman Group,France,48.864716,2.349014,Recreation & Sports,Small (11-200),Jessica Martinez,03/26/24,SAAS,Qualified,2,,,1981,30,03/01/25,
